course_dt_id,course_id,sequence,place_name,day
2304300003,e_e000004,3,창룡문,2023-04-30
2304290006,e_e000005,5,책테마파크,2023-04-29
2305010002,e_e000005,17,더앤리조트,2023-05-01
2305010005,e_e000005,20,더앤리조트,2023-05-01
2305010004,e_e000005,19,호남집,2023-05-01
2304300005,e_e000005,15,호텔스카이파크인천송도,2023-04-30
2304300006,e_e000005,13,호텔스카이파크인천송도,2023-04-30
2304290004,e_e000005,4,갤럭시호텔,2023-04-29
2304290005,e_e000005,6,월미도,2023-04-29
2304290008,e_e000005,8,갤럭시호텔,2023-04-29
2304300003,e_e000005,11,인천맥주,2023-04-30
2305010003,e_e000005,18,을왕리해수욕장,2023-05-01
2304300005,e_e000006,5,베이커리 씨어터,2023-04-30
2304290002,e_e000009,2,안성팜랜드,2023-04-29
2304290003,e_e000009,3,스타필드 안성,2023-04-29
2304290007,e_e000009,6,호텔프라하,2023-04-29
2304300003,e_e000009,9,평택시농업생태원,2023-04-30
2304290006,e_e000010,4,충무아트센터,2023-04-29
2304290009,e_e000010,7,독립문,2023-04-29
2304290002,e_e000011,5,"꽃,밥에피다",2023-04-29
2304290004,e_e000011,6,IFC몰,2023-04-29
2304300001,e_e000011,10,서울랜드,2023-04-30
2304280003,e_e000013,3,수원프리미엄아울렛,2023-04-28
2304280004,e_e000013,4,이마트 파주,2023-04-28
2304290002,e_e000013,7,지중해마을,2023-04-29
2305010004,e_e000015,20,북촌한옥마을,2023-05-01
2305010005,e_e000015,21,낙원 악기상가,2023-05-01
2304280002,e_e000015,4,스타필드 코엑스몰,2023-04-28
2304290002,e_e000015,7,서울어린이대공원,2023-04-29
2305010002,e_e000015,18,합정옥,2023-05-01
2304290002,e_e000016,2,현대프리미엄아울렛 김포점,2023-04-29
2304290003,e_e000016,3,롯데몰 김포공항점,2023-04-29
2304290004,e_e000018,3,고양어린이박물관,2023-04-29
2304300002,e_e000020,9,가평양떼목장카페,2023-04-30
2304290002,e_e000020,2,신숙희진골막국수,2023-04-29
2304300004,e_e000020,11,카페 아우라,2023-04-30
2304290003,e_e000020,3,아침고요수목원,2023-04-29
2304290002,e_e000021,3,신교령사골순대국 본점,2023-04-29
2304300002,e_e000021,11,티카페차센,2023-04-30
2304300003,e_e000021,12,남양성모성지,2023-04-30
2304290002,e_e000022,2,향유갈비,2023-04-29
2304290003,e_e000022,3,허브아일랜드,2023-04-29
2304290004,e_e000023,4,광화문광장,2023-04-29
2304290006,e_e000023,6,경복궁,2023-04-29
2304300003,e_e000025,2,꼬꼬오리주물럭,2023-04-30
2304300005,e_e000025,4,포지티브스페이스566,2023-04-30
2304300004,e_e000037,3,카페우디,2023-04-30
2304280002,e_e000038,2,카페공가,2023-04-28
2304280009,e_e000038,4,호텔 더 샵,2023-04-28
2304280006,e_e000040,5,자하손만두,2023-04-28
2304280005,e_e000040,4,서울로 7017,2023-04-28
2304280007,e_e000040,6,숭례문,2023-04-28
2304300003,e_e000041,13,화성 융건릉,2023-04-30
2304280003,e_e000041,3,남영돈,2023-04-28
2304300001,e_e000041,12,해장촌,2023-04-30
2305010006,e_e000042,5,수기해변,2023-05-01
2304280005,e_e000043,5,카페그리너리,2023-04-28
2304280003,e_e000043,3,국립세종수목원,2023-04-28
2304280006,e_e000043,6,국립세종도서관,2023-04-28
2304290002,e_e000043,10,메인스트리트,2023-04-29
2304300001,e_e000043,14,미스진햄버거 송탄본점,2023-04-30
2304300002,e_e000043,15,평택시농업생태원,2023-04-30
2304300004,e_e000043,17,내리문화공원,2023-04-30
2304300001,e_e000045,5,대궐산장,2023-04-30
2304290004,e_e000045,3,대궐산장,2023-04-29
2304290005,e_e000045,4,대궐산장,2023-04-29
2304300002,e_e000045,6,마장호수,2023-04-30
2304280004,e_e000191,3,바다펜션,2023-04-28
2304290001,e_e000191,5,바다펜션,2023-04-29
2304290002,e_e000191,4,저녁노을,2023-04-29
2304280002,e_e000191,2,모항항수산물직판장,2023-04-28
2304300004,e_e000191,6,시골밥상,2023-04-30
2305280006,e_e000293,6,일미리금계찜닭 명동,2023-05-28
2305280005,e_e000293,5,링크아트센터드림,2023-05-28
2305200002,e_e000294,5,봉산문화회관,2023-05-20
2305210001,e_e000294,6,두부마당 포곡점,2023-05-21
2306040001,e_e000295,5,하이바다,2023-06-04
2305240005,e_e000296,11,보슬보슬 역삼본점,2023-05-24
2305230002,e_e000296,3,직동 근린공원,2023-05-23
2305240001,e_e000296,7,런던베이글뮤지엄,2023-05-24
2305240003,e_e000296,9,컴포트커피,2023-05-24
2305230006,e_e000296,6,홈게스트하우스,2023-05-23
2305240006,e_e000296,12,홈게스트하우스,2023-05-24
2305240002,e_e000296,8,호남식당,2023-05-24
2305270006,e_e000299,6,익선동 그집,2023-05-27
2305270005,e_e000299,5,서울시립미술관(서소문본관),2023-05-27
2305280002,e_e000299,10,덕수궁,2023-05-28
2305280003,e_e000299,11,정동전망대,2023-05-28
2305190003,e_e000301,3,콘래드 서울,2023-05-19
2305190003,e_e000302,3,롯데호텔 월드,2023-05-19
2305210006,e_e000302,18,BHC치킨 화천,2023-05-21
2305200003,e_e000302,8,런던베이글뮤지엄,2023-05-20
2305200005,e_e000302,10,LW컨벤션,2023-05-20
2305210003,e_e000302,15,유즈풀 아뜰리에,2023-05-21
2305200001,e_e000302,6,페어링룸,2023-05-20
2305200002,e_e000302,7,도산공원,2023-05-20
2305210004,e_e000302,16,서울숲,2023-05-21
2306090003,e_e000305,2,선녀풍본점,2023-06-09
2306090002,e_e000305,3,국립무의도자연휴양림,2023-06-09
2306100003,e_e000305,4,국립무의도자연휴양림,2023-06-10
2306100002,e_e000305,5,거해짬뽕순두부,2023-06-10
2306100004,e_e000305,6,실미해수욕장,2023-06-10
2306100005,e_e000305,7,메이드림,2023-06-10
2305210002,e_e000307,2,연천전곡리유적,2023-05-21
2305210003,e_e000307,3,황해냉면,2023-05-21
2305210004,e_e000307,4,연천회관,2023-05-21
2305270006,e_e000311,6,구읍뱃터어시장,2023-05-27
2305270003,e_e000311,3,카페 긷,2023-05-27
2305270007,e_e000311,7,하늘공원,2023-05-27
2305290003,e_e000316,21,칠성식당 본점,2023-05-29
2305280004,e_e000316,13,문화역 서울 284,2023-05-28
2305270009,e_e000316,9,레스테 호텔,2023-05-27
2305270004,e_e000316,6,리움미술관,2023-05-27
2305270005,e_e000316,5,맥심플랜트,2023-05-27
2305280006,e_e000316,15,화성행궁,2023-05-28
2305280009,e_e000316,18,마루,2023-05-28
2305270009,e_e000317,9,아트박스 홍대점,2023-05-27
2305270008,e_e000317,8,따봉하우스,2023-05-27
2305290002,e_e000317,24,타임스퀘어,2023-05-29
2305290005,e_e000317,27,롯데백화점 영등포점,2023-05-29
2306010001,e_e000319,6,하계어린이공원,2023-06-01
2306010012,e_e000319,17,건지공원,2023-06-01
2306020003,e_e000319,21,네파뉴코아아울렛,2023-06-02
2306020001,e_e000319,19,부천 중앙공원,2023-06-02
2305310003,e_e000319,3,둘리광장,2023-05-31
2306010004,e_e000319,9,롯데백화점 중동점,2023-06-01
2306010007,e_e000319,12,낙원타코 강남역점,2023-06-01
2306050006,e_e000322,6,유니클로 건대,2023-06-05
2306060004,e_e000322,11,동원족발,2023-06-06
2306060002,e_e000322,9,망해암,2023-06-06
2306070003,e_e000322,18,상동시장,2023-06-07
2305270004,e_e000323,4,르빵드파리앤브런치하우스 행궁점,2023-05-27
2305270002,e_e000323,2,이나경송탄부대찌개,2023-05-27
2305270005,e_e000323,5,화성행궁,2023-05-27
2305270007,e_e000323,7,제이모텔,2023-05-27
2305270008,e_e000323,8,진미통닭,2023-05-27
2305270009,e_e000323,9,연북정,2023-05-27
2305270010,e_e000323,10,제이모텔,2023-05-27
2305280001,e_e000323,11,유치회관,2023-05-28
2305280002,e_e000323,12,효원공원,2023-05-28
2305280003,e_e000323,13,효원공원 월화원,2023-05-28
2305280005,e_e000329,15,수원프리미엄아울렛,2023-05-28
2305280004,e_e000329,14,프로방스 마을,2023-05-28
2305290001,e_e000331,8,롯데호텔 월드,2023-05-29
2305280002,e_e000331,3,홈게스트하우스,2023-05-28
2305280006,e_e000331,7,홈게스트하우스,2023-05-28
2305290002,e_e000331,9,홈게스트하우스,2023-05-29
2305290004,e_e000331,11,홈게스트하우스,2023-05-29
2305280005,e_e000334,2,니지모리 스튜디오,2023-05-28
2305280003,e_e000334,3,오랑주리,2023-05-28
2306170003,e_e000335,3,올리브영 석촌역,2023-06-17
2306170006,e_e000335,6,스타필드 코엑스몰,2023-06-17
2305270003,e_e000336,3,스퀘어,2023-05-27
2305280002,e_e000336,6,더현대 서울,2023-05-28
2305270002,e_e000336,2,서울대공원 장미원 축제,2023-05-27
2305280001,e_e000336,5,국립어린이과학관,2023-05-28
2305290001,e_e000336,8,서울랜드,2023-05-29
2305190005,e_e000338,5,리움미술관,2023-05-19
2305190006,e_e000338,6,포포인츠 바이 쉐라톤 조선 서울역,2023-05-19
2305190008,e_e000338,8,국립중앙박물관,2023-05-19
2305280001,e_e000340,6,포천 한탄강 하늘다리,2023-05-28
2305290001,e_e000340,13,백제교,2023-05-29
2305270004,e_e000340,4,고석정국민관광지,2023-05-27
2305290003,e_e000340,15,향유갈비,2023-05-29
2305200006,e_e000342,14,송도 센트럴파크,2023-05-20
2305200002,e_e000342,10,소래포구,2023-05-20
2305200005,e_e000342,13,아리아리랑,2023-05-20
2305190003,e_e000344,3,롯데호텔 월드,2023-05-19
2305190002,e_e000344,2,롯데마트_월드타워점,2023-05-19
2305190004,e_e000344,4,롯데호텔 월드,2023-05-19
2305190005,e_e000344,5,롯데호텔 월드,2023-05-19
2305200001,e_e000344,6,올림픽공원,2023-05-20
2305200004,e_e000345,10,런던베이글뮤지엄,2023-05-20
2305190002,e_e000345,7,AW호텔,2023-05-19
2305190005,e_e000345,4,반포한강공원,2023-05-19
2305200002,e_e000345,8,하니칼국수,2023-05-20
2305270003,e_e000346,3,하나개해수욕장,2023-05-27
2305260005,e_e000347,5,금빛수로보트하우스,2023-05-26
2305270005,e_e000347,11,금빛수로보트하우스,2023-05-27
2305270006,e_e000347,12,롯데마트_김포한강점,2023-05-27
2305280003,e_e000347,16,롯데마트_김포한강점,2023-05-28
2305270002,e_e000347,8,현대프리미엄아울렛 김포점,2023-05-27
2305180004,e_e000350,4,네파뉴코아아울렛,2023-05-18
2305180003,e_e000350,3,무릉도원수목원,2023-05-18
2305210004,e_e000352,4,메인스트리트,2023-05-21
2305210006,e_e000352,5,막내회집,2023-05-21
2305220002,e_e000352,8,청송옥,2023-05-22
2305230004,e_e000353,3,파주 임진각(평화누리공원),2023-05-23
2305230007,e_e000353,6,수원프리미엄아울렛,2023-05-23
2305230003,e_e000353,2,문지리535,2023-05-23
2305230005,e_e000353,4,헤이리 예술마을,2023-05-23
2305210003,e_e000355,2,마시안갯벌체험장,2023-05-21
2305150005,e_e000357,5,수정식당,2023-05-15
2305150007,e_e000357,7,롯데백화점 영등포점,2023-05-15
2305290003,e_e000360,3,퇴촌석갈비,2023-05-29
2305290002,e_e000360,2,율봄식물원,2023-05-29
2305290004,e_e000360,4,어 로프 슬라이스 피스,2023-05-29
2305160003,e_e000362,6,착한쭈꾸미,2023-05-16
2305150002,e_e000362,4,글램비글램핑,2023-05-15
2305150003,e_e000362,2,오이도,2023-05-15
2305150004,e_e000362,3,대부바다향기테마파크,2023-05-15
2305160002,e_e000364,2,관광역사공원,2023-05-16
